business_id,name,address,telephone,city,avg_rating,product_grade,decoration_grade,service_grade,product_score,decoration_score,service_score,review_count,avg_price,photo_count,category,latitude,longitude,geometry
500018,华万意意大利餐厅,卢湾区太仓路181弄新天地北里7号楼,021-63112211,上海,4.0,1.0,1.0,1.0,7.7,8.4,8.0,470,323.0,450.0,意大利菜,31.220969820418336,121.47036579407515,POINT (121.4703657940751 31.22096982041834)
500030,艾迪多慕思,静安区延安西路200号文艺宾馆新楼1楼,021-62488499,上海,4.0,1.0,1.0,1.0,7.7,8.3,7.9,96,354.0,48.0,意大利菜,31.221540600945403,121.43712099045702,POINT (121.437120990457 31.2215406009454)
500123,李奥纳多达芬奇餐厅,静安区华山路250号希尔顿酒店1楼,021-62480000-1850,上海,4.0,1.0,1.0,1.0,7.7,8.5,8.2,458,296.0,654.0,意大利菜,31.221157462921592,121.44084901009623,POINT (121.4408490100962 31.22115746292159)
500137,大马可意大利餐厅,长宁区东诸安浜路103号维景酒店公寓1楼,021-62104495,上海,4.0,1.0,1.0,1.0,8.3,8.2,7.9,2052,146.0,1996.0,意大利菜,31.219968622555992,121.42964710362615,POINT (121.4296471036262 31.21996862255599)
500281,吉范尼斯,长宁区遵义南路5号虹桥喜来登上海太平洋大饭店27楼,021-62758888,上海,4.0,1.0,1.0,1.0,7.9,8.6,8.8,210,244.0,559.0,意大利菜,31.20544208780257,121.40088121335954,POINT (121.4008812133595 31.20544208780257)
500476,帕戈意大利餐厅,黄浦区河南中路88号威斯汀大饭店2楼,021-63351888-7368,上海,3.5,1.0,1.0,1.0,7.0,8.0,7.8,321,169.0,419.0,意大利菜,31.234362738276495,121.48238153806311,POINT (121.4823815380631 31.2343627382765)
500477,帕兰朵,静安区南京西路1376号波特曼大酒店1楼,021-62798888,上海,4.0,1.0,1.0,1.0,8.0,8.8,8.6,678,696.0,1332.0,意大利菜,31.228970286629043,121.44715325312585,POINT (121.4471532531258 31.22897028662904)
500765,意庐,浦东新区世纪大道88号金茂君悦大酒店56楼,021-50491234,上海,4.0,1.0,1.0,1.0,7.4,9.0,8.2,623,433.0,491.0,意大利菜,31.23732115701137,121.50143345893429,POINT (121.5014334589343 31.23732115701137)
501128,红塔豪华精选酒店Danieli's意大利餐厅,浦东新区东方路889号红塔豪华精选酒店39楼,021-50504567-6370,上海,4.5,1.0,1.0,1.0,8.3,9.0,9.0,370,211.0,680.0,意大利菜,31.225863784723014,121.5239082278639,POINT (121.5239082278639 31.22586378472301)
502504,Tima Harbour,长宁区镇宁路11号,021-62258684,上海,4.0,1.0,1.0,1.0,7.9,7.8,7.8,1486,83.0,1025.0,意大利菜,31.2171840299844,121.43370862931775,POINT (121.4337086293177 31.2171840299844)
503481,临江西餐厅,浦东新区浦东南路2111号福朋喜来登由由酒店2楼,021-50399999,上海,3.0,1.0,1.0,1.0,6.5,6.8,6.9,18,144.0,6.0,意大利菜,31.211617139671432,121.51263133749677,POINT (121.5126313374968 31.21161713967143)
503869,米令意大利餐馆,闵行区虹梅路3316号,021-54221678,上海,3.5,1.0,1.0,1.0,7.2,7.7,7.6,52,128.0,4.0,意大利菜,31.19165335123244,121.38136858442795,POINT (121.3813685844279 31.19165335123244)
504215,天水恋意大利餐厅,浦东新区滨江大道富都段滨江花园内,021-58775966,上海,3.5,1.0,1.0,1.0,7.0,8.8,7.6,906,154.0,837.0,意大利菜,31.236862794551566,121.49422855560039,POINT (121.4942285556004 31.23686279455157)
504689,卡美奥意大利艺术餐厅,浦东新区碧云路633号碧云体育休闲中心A2楼,021-50302166,上海,4.0,1.0,1.0,1.0,7.8,8.5,8.4,887,242.0,825.0,意大利菜,31.24204352973203,121.57889941293831,POINT (121.5788994129383 31.24204352973203)
504770,Casanova,静安区巨鹿路913号,021-54034528,上海,4.0,1.0,1.0,1.0,8.0,8.7,8.6,799,241.0,1464.0,意大利菜,31.21992846022812,121.44316439400752,POINT (121.4431643940075 31.21992846022812)
505199,拉斐尔餐厅,长宁区延安西路2099号扬子江万丽酒店1楼,021-62750000-2138,上海,3.0,1.0,1.0,1.0,6.6,7.3,7.5,12,334.0,19.0,意大利菜,31.204937431240758,121.401521384675,POINT (121.401521384675 31.20493743124076)
566122,Gondola 贡多拉意大利餐厅,黄浦区河南中路16号,021-63219803,上海,4.0,1.0,1.0,1.0,7.3,8.0,8.1,279,153.0,321.0,意大利菜,31.233364963328757,121.4823013419195,POINT (121.4823013419195 31.23336496332876)
568022,龙之梦大酒店阿米奇意大利餐厅,长宁区延安西路1116号龙之梦大酒店2楼,021-61159988-8230,上海,3.5,1.0,1.0,1.0,7.2,7.8,7.8,89,220.0,93.0,意大利菜,31.21304675797438,121.42577152196374,POINT (121.4257715219637 31.21304675797438)
584308,The Kitchen Salvatore Cuomo,浦东新区陆家嘴西路2967号D座,021-50541265,上海,4.5,1.0,1.0,1.0,8.3,9.0,8.5,860,314.0,1278.0,意大利菜,31.24281288920909,121.49282801072113,POINT (121.4928280107211 31.24281288920909)
1900297,普西尼餐厅,浦东新区迎春路1199号上海证大丽笙酒店1楼,021-51300000,上海,3.5,1.0,1.0,1.0,6.8,7.8,7.9,31,159.0,144.0,意大利菜,31.228421874144626,121.55630613363397,POINT (121.556306133634 31.22842187414463)
1900867,瑞特大酒店西餐厅,闵行区宜山路1888号瑞特大酒店1楼,021-51171777,上海,3.0,1.0,1.0,1.0,6.2,6.9,6.8,37,50.0,37.0,意大利菜,31.169941768204154,121.38381867009542,POINT (121.3838186700954 31.16994176820415)
1903537,泰迪之家,卢湾区泰康路248弄田子坊23号,021-64730645,上海,4.0,1.0,1.0,1.0,7.3,8.6,8.0,3297,97.0,5001.0,意大利菜,31.2102182821104,121.46413279349584,POINT (121.4641327934958 31.2102182821104)
1918489,PizzaExpress 马上诺,卢湾区黄陂南路380号,021-53833999,上海,4.5,1.0,1.0,1.0,8.6,8.7,8.9,2029,126.0,2601.0,意大利菜,31.221341580312494,121.47107007663922,POINT (121.4710700766392 31.22134158031249)
1926859,夏朵花园,徐汇区复兴西路268号,021-62525603,上海,4.0,1.0,1.0,1.0,7.9,9.0,8.4,2426,161.0,3593.0,意大利菜,31.213225126384177,121.43320402355636,POINT (121.4332040235564 31.21322512638418)
2010223,法沃莱意大利餐厅,黄浦区南京东路789号世茂皇家艾美酒店8楼,021-33189999-7778,上海,4.0,1.0,1.0,1.0,7.8,8.6,8.2,215,387.0,358.0,意大利菜,31.236577096209764,121.47165068968653,POINT (121.4716506896865 31.23657709620976)
2037478,JustGrapes,静安区大沽路462号,021-33113205,上海,4.0,1.0,1.0,1.0,7.5,8.2,8.0,339,111.0,532.0,意大利菜,31.227426258028984,121.45986833334291,POINT (121.4598683333429 31.22742625802898)
2059918,Pane e Vino,卢湾区思南路47号思南公馆,021-54652177,上海,4.5,1.0,1.0,1.0,8.7,8.1,8.2,211,402.0,251.0,意大利菜,31.216791545828006,121.46352033063607,POINT (121.4635203306361 31.21679154582801)
2088355,Venexia,长宁区番禺路127号惠寓时尚酒店1楼,021-52587209,上海,4.5,1.0,1.0,1.0,8.6,8.9,8.9,137,277.0,319.0,意大利菜,31.209883267693026,121.42495058523286,POINT (121.4249505852329 31.20988326769303)
2375503,塞纳阳光西餐厅,浦东新区龙东大道3000号龙东商务酒店内,021-58969598,上海,3.0,1.0,1.0,1.0,6.3,7.1,6.9,30,42.0,81.0,意大利菜,31.224190423995772,121.62941737020236,POINT (121.6294173702024 31.22419042399577)
2378443,Porta Nova,闵行区虹梅路3338弄老外街40号,021-64656868,上海,4.5,1.0,1.0,1.0,8.3,8.8,9.0,178,142.0,452.0,意大利菜,31.19363522809499,121.38484593491609,POINT (121.3848459349161 31.19363522809499)
2391208,POST餐厅,卢湾区顺昌路168弄翠湖天地10号会所2楼,021-53063930,上海,4.5,1.0,1.0,1.0,8.4,9.1,9.0,486,250.0,566.0,意大利菜,31.22065600237344,121.47469121394731,POINT (121.4746912139473 31.22065600237344)
2574568,LaVie Coffee Restaurant,徐汇区东湖路7号东湖宾馆2楼,021-54050990,上海,3.0,1.0,1.0,1.0,6.4,7.2,6.8,9,129.0,5.0,意大利菜,31.217904087390696,121.44977089672656,POINT (121.4497708967266 31.2179040873907)
2587186,JustGrapes,徐汇区安福路162号,021-54046505,上海,4.0,1.0,1.0,1.0,7.9,8.1,8.0,337,105.0,424.0,意大利菜,31.21619927804393,121.44001760279879,POINT (121.4400176027988 31.21619927804393)
2598214,罗天尼意大利西餐,浦东新区浦东国际机场T2航站楼国际出发厅,,上海,3.5,1.0,1.0,1.0,6.9,7.6,6.8,45,100.0,88.0,意大利菜,31.163497619723238,121.7895035869345,POINT (121.7895035869345 31.16349761972324)
2681464,缇咖园,徐汇区泰安路50号,021-32070619,上海,4.5,1.0,1.0,1.0,8.3,8.7,8.6,210,122.0,331.0,意大利菜,31.20770857485477,121.43242305762837,POINT (121.4324230576284 31.20770857485477)
2781103,Giorgios Cafe 'N'  Bar,徐汇区文定路258号文定生活广场内,021-54256286,上海,4.0,1.0,1.0,1.0,7.9,8.0,8.0,111,93.0,119.0,意大利菜,31.186398789442677,121.42653499234873,POINT (121.4265349923487 31.18639878944268)
2788735,Dolce Vita Italian,徐汇区富民路291号悟锦世纪大厦内,021-61701318,上海,3.5,1.0,1.0,1.0,7.4,8.2,7.4,446,188.0,444.0,意大利菜,31.21946320761402,121.44784581639846,POINT (121.4478458163985 31.21946320761402)
2802700,橄榄庄园,松江区新松江路925号开元地中海商业广场3楼,021-37668477,上海,3.5,1.0,1.0,1.0,7.2,8.1,7.7,423,90.0,315.0,意大利菜,31.040608526232234,121.21388827603157,POINT (121.2138882760316 31.04060852623223)
2815084,浦东由由喜来登酒店盛宴西餐厅,浦东新区浦建路38号喜来登由由酒店1楼,021-50899999-2240,上海,3.5,1.0,1.0,1.0,7.2,8.2,7.8,564,249.0,411.0,意大利菜,31.21129095430742,121.5139057886598,POINT (121.5139057886598 31.21129095430742)
2865130,Osteria生蚝吧&意大利餐厅,卢湾区进贤路226号,021-62568998,上海,4.5,1.0,1.0,1.0,8.5,8.4,8.4,583,352.0,972.0,意大利菜,31.223202653667016,121.45337008044083,POINT (121.4533700804408 31.22320265366702)
2874028,La Bomba!,浦东新区锦延路320-326双号1楼322室,021-50599277,上海,3.5,1.0,1.0,1.0,7.6,7.5,7.5,88,97.0,98.0,意大利菜,31.2176202904219,121.5382025050415,POINT (121.5382025050415 31.2176202904219)
3142120,Specchi镜子意大利餐厅,静安区南京西路1266号恒隆广场B130号商铺,021-62882658,上海,4.0,1.0,1.0,1.0,7.8,8.4,8.2,842,122.0,997.0,意大利菜,31.229583226558574,121.44959944237922,POINT (121.4495994423792 31.22958322655857)
3151261,CIAO 巧,黄浦区汉口路740号,021-60800743,上海,4.0,1.0,1.0,1.0,7.7,8.5,8.2,1095,99.0,940.0,意大利菜,31.235528867133073,121.47211632256061,POINT (121.4721163225606 31.23552886713307)
3201394,Daisy's kitchen,浦东新区世纪大道2002号亚太盛汇南广场J-06号,021-68546337,上海,3.5,1.0,1.0,1.0,7.5,7.8,7.3,236,84.0,261.0,意大利菜,31.22044074794661,121.5394357177454,POINT (121.5394357177454 31.22044074794661)
3207319,伊莎贝尔,卢湾区长乐路139号-19,021-63842322,上海,4.5,1.0,1.0,1.0,8.4,8.6,9.0,310,99.0,611.0,意大利菜,31.22346796785952,121.46140328105415,POINT (121.4614032810541 31.22346796785952)
3262375,乐意坊意大利餐厅&酒吧,浦东新区陆家嘴环路165号1楼,021-33830577,上海,4.5,1.0,1.0,1.0,8.0,8.9,8.7,329,148.0,526.0,意大利菜,31.237300281168906,121.49679275611665,POINT (121.4967927561166 31.23730028116891)
3333280,La Strada,徐汇区安福路195号,021-54040100,上海,4.0,1.0,1.0,1.0,8.2,8.3,8.0,592,127.0,799.0,意大利菜,31.215778859600654,121.43912570433426,POINT (121.4391257043343 31.21577885960065)
3372226,大马可意大利餐厅,浦东新区羽山路350号,021-58608170,上海,4.0,1.0,1.0,1.0,8.1,8.2,7.8,360,129.0,304.0,意大利菜,31.234121224566792,121.5384919446878,POINT (121.5384919446878 31.23412122456679)
3435484,BENE BENE Italian Restaurant,长宁区虹梅路3911号SOHO3911休闲街1楼,021-62611137,上海,3.5,1.0,1.0,1.0,7.3,7.4,7.5,27,132.0,81.0,意大利菜,31.195376413702906,121.3787704773905,POINT (121.3787704773905 31.19537641370291)
3438571,Pasta Inn,卢湾区茂名南路132号,021-54659816,上海,4.0,1.0,1.0,1.0,8.3,8.1,8.2,1390,66.0,1940.0,意大利菜,31.217114032185542,121.45739195136788,POINT (121.4573919513679 31.21711403218554)
3516106,浦西洲际酒店ECCO自助餐厅,闸北区恒丰路500号浦西洲际酒店1楼,021-52539999,上海,4.0,1.0,1.0,1.0,7.7,8.9,8.7,295,209.0,157.0,意大利菜,31.246733525577206,121.4487357293847,POINT (121.4487357293847 31.24673352557721)
3538831,甜爱Lounge,虹口区甜爱路129号,021-56665341,上海,4.5,1.0,1.0,1.0,8.4,9.0,9.0,402,59.0,857.0,意大利菜,31.269677798698215,121.4795386132649,POINT (121.4795386132649 31.26967779869821)
3638464,Meraviglia,闵行区闵行区合川路2889号D6亲水花街,021-62707822,上海,3.0,1.0,1.0,1.0,6.5,6.8,6.3,47,89.0,94.0,意大利菜,31.173373778892895,121.37716891111532,POINT (121.3771689111153 31.17337377889289)
3710602,桉树餐馆,虹口区多伦路240号考拉花园旅舍内,021-56711038,上海,3.5,1.0,1.0,1.0,6.8,8.2,7.6,458,107.0,639.0,意大利菜,31.266311614433743,121.47723596592306,POINT (121.4772359659231 31.26631161443374)
3902644,优纳仕意式休闲餐厅,静安区常熟路77号,021-54034767,上海,3.5,1.0,1.0,1.0,7.7,7.7,7.1,143,58.0,217.0,意大利菜,31.219270869499454,121.44321456785575,POINT (121.4432145678557 31.21927086949945)
3903541,优纳仕意式休闲餐厅,浦东新区浦电路141号,021-58787915,上海,3.0,1.0,1.0,1.0,6.6,6.9,7.0,8,52.0,4.0,意大利菜,31.220537755537872,121.51644374186716,POINT (121.5164437418672 31.22053775553787)
4049593,海蓝意大利餐厅,浦东新区陆家嘴环路1288号上海凯宾斯基大酒店2楼,021-38678888,上海,3.5,1.0,1.0,1.0,7.3,8.1,7.8,35,170.0,45.0,意大利菜,31.244362026930094,121.49978292859974,POINT (121.4997829285997 31.24436202693009)
4077178,Bella Napoli,静安区长乐路946弄4号,021-62488985,上海,4.5,1.0,1.0,1.0,8.5,8.8,8.2,512,171.0,1013.0,意大利菜,31.218194567685266,121.44068891040793,POINT (121.4406889104079 31.21819456768527)
4078861,PizzaExpress 马上诺,静安区南京西路1376号上海商城西峰107室,021-62898733,上海,5.0,1.0,1.0,1.0,8.9,8.9,9.0,1530,135.0,1700.0,意大利菜,31.22854606501214,121.44695278914268,POINT (121.4469527891427 31.22854606501214)
4082962,上海世博洲际酒店巴塞丽意大利餐厅,浦东新区雪野路1188号上海世博洲际酒店3楼,021-38581228,上海,4.5,1.0,1.0,1.0,8.2,9.2,8.8,70,335.0,110.0,意大利菜,31.201293423600948,121.50083033494822,POINT (121.5008303349482 31.20129342360095)
4088794,意索娜意大利餐厅,浦东新区世纪大道8号上海国金中心L4楼17号铺(浦东香格里拉对面）,021-50121277,上海,4.0,1.0,1.0,1.0,7.6,9.0,8.1,639,320.0,1207.0,意大利菜,31.238652963424983,121.49689300280271,POINT (121.4968930028027 31.23865296342498)
4091239,SCENA意味轩,浦东新区世纪大道8号上海国金中心52楼丽思卡尔顿酒店,021-20201758,上海,4.5,1.0,1.0,1.0,8.3,9.4,9.1,713,401.0,2081.0,意大利菜,31.238652963424983,121.49689300280271,POINT (121.4968930028027 31.23865296342498)
4099556,Caravaggio Italian Restaurant,浦东新区世博园C片区意大利馆2楼,021-20228511,上海,3.0,1.0,1.0,1.0,6.0,6.6,6.3,49,145.0,43.0,意大利菜,31.182327589439083,121.47321452803321,POINT (121.4732145280332 31.18232758943908)
4179666,Acqua Pazza,卢湾区建国中路6号,021-34610907,上海,4.5,1.0,1.0,1.0,8.8,8.5,8.8,318,149.0,691.0,意大利菜,31.212623475221424,121.46692136984507,POINT (121.4669213698451 31.21262347522142)
4192065,Gennaro Italian restaurant,长宁区古羊路1129号名都城名都俱乐部1楼,021-24286587,上海,4.0,1.0,1.0,1.0,8.1,8.6,8.7,77,265.0,188.0,意大利菜,31.19271242702162,121.38996842618276,POINT (121.3899684261828 31.19271242702162)
4227815,SISTERS Bar & Restaurant,徐汇区嘉善路259弄旁嘉善老市内 B102室,021-64269398,上海,5.0,1.0,1.0,1.0,8.8,9.0,9.1,154,86.0,406.0,意大利菜,31.20927953497293,121.45603874298357,POINT (121.4560387429836 31.20927953497293)
4275877,Home Garden,长宁区安化路492号德必易园多媒体创意园区106室,021-62510378,上海,4.0,1.0,1.0,1.0,7.7,8.5,8.1,1340,108.0,2160.0,意大利菜,31.21714947721038,121.41573876251805,POINT (121.415738762518 31.21714947721038)
4280172,Nolita,静安区大沽路422号,021-63027200,上海,4.5,1.0,1.0,1.0,9.0,8.5,8.7,110,206.0,170.0,意大利菜,31.227459872420805,121.46052027816845,POINT (121.4605202781684 31.22745987242081)
4499475,Mandi Mandi 满定,静安区富民路173号,021-54033918,上海,4.5,1.0,1.0,1.0,8.6,8.2,8.8,434,46.0,520.0,意大利菜,31.221222998359686,121.44671282462413,POINT (121.4467128246241 31.22122299835969)
4529211,乐意坊意大利薄底披萨,徐汇区虹桥路1号港汇恒隆广场1号内街166号,021-64472267,上海,4.0,1.0,1.0,1.0,7.8,8.0,7.8,344,116.0,508.0,意大利菜,31.196359674193246,121.43278470620855,POINT (121.4327847062086 31.19635967419325)
4538913,TOP CHEF,卢湾区蒙自路169号智造局 4-105室,021-53028132,上海,4.5,1.0,1.0,1.0,9.0,8.4,9.1,627,231.0,1453.0,意大利菜,31.20787529718066,121.47333274119234,POINT (121.4733327411923 31.20787529718066)
4547151,FOSSETTE Vino & Cibo Italiano,徐汇区襄阳北路93号-3,021-64181138,上海,4.0,1.0,1.0,1.0,7.4,8.0,7.9,280,105.0,1323.0,意大利菜,31.220831994628583,121.45081338458365,POINT (121.4508133845837 31.22083199462858)
4551252,意大利披萨,嘉定区永靖路274号新城枫景门口北侧,,上海,3.5,1.0,1.0,1.0,6.9,7.3,7.3,12,92.0,10.0,意大利菜,31.400864382301727,121.25558148292754,POINT (121.2555814829275 31.40086438230173)
4675113,Il Nascondiglio,徐汇区襄阳南路311号,13166014282,上海,3.5,1.0,1.0,1.0,6.8,7.2,7.1,7,315.0,12.0,意大利菜,31.21078466775681,121.453416277255,POINT (121.453416277255 31.21078466775681)
4724040,Vale 192,宝山区安达路241号易觉公司,13501667353,上海,3.5,1.0,1.0,1.0,6.8,7.5,7.6,134,88.0,263.0,意大利菜,31.36367789700455,121.4858427220219,POINT (121.4858427220219 31.36367789700455)
4974655,谷乐滋意式屋,闵行区沪闵路7866弄莲花广场2楼228号,021-34665077,上海,4.5,1.0,1.0,1.0,8.3,8.9,8.5,2238,74.0,2556.0,意大利菜,31.134847078949008,121.39724704218982,POINT (121.3972470421898 31.13484707894901)
5113348,Settebello,徐汇区安福路193号,021-33562587,上海,4.5,1.0,1.0,1.0,8.6,9.0,9.0,290,121.0,643.0,意大利菜,31.215824380152593,121.43942634852671,POINT (121.4394263485267 31.21582438015259)
5146669,洋面屋五右卫门,浦东新区世纪大道100号上海环球金融中心B1楼106-2号,021-68777701,上海,4.0,1.0,1.0,1.0,7.9,7.7,7.5,461,43.0,392.0,意大利菜,31.23661182131872,121.50356215391166,POINT (121.5035621539117 31.23661182131872)
5213564,TAVOLA,"浦东新区滨江大道2500号,东园路路口",021-20228288,上海,4.5,1.0,1.0,1.0,8.5,9.2,8.9,521,363.0,1302.0,意大利菜,31.244639757566596,121.49706310879246,POINT (121.4970631087925 31.2446397575666)
5214354,美伊娜意大利家庭料理,浦东新区锦延路156号,021-20255953,上海,4.0,1.0,1.0,1.0,8.2,8.0,8.2,131,67.0,236.0,意大利菜,31.218565176419716,121.53492299657766,POINT (121.5349229965777 31.21856517641972)
5241194,Salute,徐汇区复兴西路59号,021-34619828,上海,4.5,1.0,1.0,1.0,8.6,8.8,8.5,67,131.0,114.0,意大利菜,31.212356116121523,121.44001793606654,POINT (121.4400179360665 31.21235611612152)
5244853,洋面屋五右卫门,静安区吴江路169号四季坊2楼,021-52340511,上海,3.5,1.0,1.0,1.0,7.6,7.0,7.4,1124,44.0,1179.0,意大利菜,31.23151406719799,121.45605688064556,POINT (121.4560568806456 31.23151406719799)
5270881,Citaly,长宁区天山路341号缤谷文化休闲广场201号,021-32098177,上海,4.0,1.0,1.0,1.0,8.6,7.9,8.0,264,64.0,300.0,意大利菜,31.216526182820783,121.3814563478695,POINT (121.3814563478695 31.21652618282078)
5283609,安娜意大利餐厅,闵行区华漕镇金丰路472号,021-62217930,上海,3.5,1.0,1.0,1.0,6.9,7.1,7.1,18,80.0,61.0,意大利菜,31.204619277835818,121.28023709223338,POINT (121.2802370922334 31.20461927783582)
5305282,La Bomba Pizzeria,长宁区荣华西道59号古北美食坊1楼A4室,021-32565277,上海,3.5,1.0,1.0,1.0,7.1,7.5,7.8,29,139.0,175.0,意大利菜,31.19561335708626,121.38659473462683,POINT (121.3865947346268 31.19561335708626)
5326628,Jstone Italian Restaurant & Café,浦东新区潍坊西路88号,021-50189883,上海,4.5,1.0,1.0,1.0,8.7,8.7,8.8,245,152.0,384.0,意大利菜,31.22456443919492,121.51174716528152,POINT (121.5117471652815 31.22456443919492)
5329724,LAGO意大利料理,闵行区红松东路1000号哈一顿大酒店1楼,021-61459620,上海,3.0,1.0,1.0,1.0,6.8,7.0,6.9,9,135.0,44.0,意大利菜,31.19029994196774,121.39238286676213,POINT (121.3923828667621 31.19029994196774)
5363866,PALATINO ROMAN CUISINE,卢湾区长乐路434弄7号1-3楼,021-62170933,上海,4.0,1.0,1.0,1.0,7.9,8.7,8.6,714,114.0,1070.0,意大利菜,31.222564393335418,121.45442304933957,POINT (121.4544230493396 31.22256439333542)
5437385,JustGrapes,徐汇区永康路41号,021-64182970,上海,4.0,1.0,1.0,1.0,7.7,7.8,8.2,46,80.0,127.0,意大利菜,31.21292306583835,121.45403279503672,POINT (121.4540327950367 31.21292306583835)
5453740,PizzaExpress 马上诺,徐汇区永嘉路570号111单元,021-64678898,上海,5.0,1.0,1.0,1.0,9.0,9.0,9.1,598,134.0,819.0,意大利菜,31.20757943892287,121.4466739060887,POINT (121.4466739060887 31.20757943892287)
5457628,意味,卢湾区建国西路148-2号,021-64311092,上海,4.0,1.0,1.0,1.0,8.0,7.8,7.7,62,123.0,131.0,意大利菜,31.20914739314836,121.45924806465322,POINT (121.4592480646532 31.20914739314836)
5555457,The TERRACE,徐汇区安福路23号,021-54043109,上海,4.5,1.0,1.0,1.0,8.6,8.7,9.1,446,142.0,943.0,意大利菜,31.216847727367046,121.4430644275964,POINT (121.4430644275964 31.21684772736705)
5573597,8 ½ Otto e Mezzo BOMBANA,黄浦区圆明园路169号协进大楼6-7楼,021-60872890,上海,5.0,1.0,1.0,1.0,8.7,9.3,9.2,313,1062.0,1579.0,意大利菜,31.244374145648138,121.48339424303514,POINT (121.4833942430351 31.24437414564814)
5573629,BOCCA意大利餐厅,黄浦区中山东二路22号5楼,021-63286598,上海,4.0,1.0,1.0,1.0,7.4,9.0,8.6,130,277.0,443.0,意大利菜,31.232736776513278,121.48957719926666,POINT (121.4895771992667 31.23273677651328)
5606377,义面屋,静安区南京西路819号中创大厦5楼507室,021-59755888,上海,4.5,1.0,1.0,1.0,8.6,8.7,8.9,2060,76.0,3593.0,意大利菜,31.232419102986533,121.45624734549207,POINT (121.4562473454921 31.23241910298653)
5653697,Vini Angeli,浦东新区陆家嘴西路168号正大广场8楼-28号铺,021-68369771,上海,3.5,1.0,1.0,1.0,6.9,8.1,7.7,578,96.0,883.0,意大利菜,31.239059197786634,121.49569866479207,POINT (121.4956986647921 31.23905919778663)
5714144,PizzaExpress 马上诺,徐汇区虹桥路1号港汇恒隆广场5楼507B/C,021-64478880,上海,4.5,1.0,1.0,1.0,8.4,8.7,8.8,2397,128.0,3211.0,意大利菜,31.196762491040115,121.4327946897526,POINT (121.4327946897526 31.19676249104011)
5862743,La Taverna,静安区富民路148号,021-64183991,上海,4.0,1.0,1.0,1.0,7.9,8.3,8.4,189,136.0,389.0,意大利菜,31.22095275155188,121.44653240066903,POINT (121.446532400669 31.22095275155188)
5925943,Acqua & Farina Ristorante Italiano,浦东新区浦东南路1138号上海湾商场B1铺,021-68882993,上海,4.5,1.0,1.0,1.0,8.2,8.7,8.8,209,154.0,626.0,意大利菜,31.22914188450558,121.51056865227226,POINT (121.5105686522723 31.22914188450558)
6012046,美丽岛意大利餐厅,徐汇区龙腾大道3222号,13671569780,上海,4.0,1.0,1.0,1.0,7.8,9.0,8.2,566,115.0,712.0,意大利菜,31.182875557929425,121.45933056531112,POINT (121.4593305653111 31.18287555792942)
6040668,Citaly,卢湾区徐家汇路618号日月光中心广场B1楼,021-54198218,上海,4.0,1.0,1.0,1.0,7.8,7.7,7.7,102,50.0,165.0,意大利菜,31.207986395514407,121.46376183356415,POINT (121.4637618335641 31.20798639551441)
